Neuron Name	Soma_Surface_total_sum	N_stems_total_sum	
AP041910Fcell2.CNG.swc	280.06	13.0	
GA01711c1.CNG.swc	118.64	2.0	
JM091103-10.CNG.swc	358.89	3.0	
Vn12052005-0-A.CNG.swc	1108.13	8.0	
RosaA262A.CNG.swc	419.85	4.0	
MD070629-1.CNG.swc	1055.4	10.0	
GA02311c3n4-2.CNG.swc	595.07	6.0	
MJ090804-2-5.CNG.swc	NA	NA	
KP052908.CNG.swc	662.77	7.0	
JMn091504-10.CNG.swc	443.99	3.0	
GA01315c4.CNG.swc	131.05	6.0	
MD070624-1.CNG.swc	NA	NA	
AWa112009cell3.CNG.swc	1356.66	9.0	
MD91008-1cell1.CNG.swc	467.38	5.0	
MJ072004-1.CNG.swc	457.98	5.0	
030228-1.CNG.swc	666.39	9.0	
R61.CNG.swc	1416.31	4.0	
MJ090804-1-4.CNG.swc	883.99	9.0	
GA01o29c1n2-2.CNG.swc	752.55	5.0	
KP040408B.CNG.swc	716.05	6.0	
Vn05312006-1-D.CNG.swc	1877.1	4.0	
AWab101608cell2.CNG.swc	376.78	5.0	
AWa052709.CNG.swc	397.01	4.0	
KP020107.CNG.swc	750.27	2.0	
AM101-3-2.CNG.swc	702.71	7.0	
Vn03082006-0-C.CNG.swc	640.98	6.0	
EF092208n1.CNG.swc	907.99	9.0	
AP030507-2-2.CNG.swc	560.89	5.0	
DAS241E.CNG.swc	971.43	6.0	
030407-5.CNG.swc	698.81	9.0	
AWa112009cell1.CNG.swc	631.75	5.0	
AWe012209.CNG.swc	643.26	5.0	
DS081204-2.CNG.swc	833.91	6.0	
MJ042605-1.CNG.swc	741.1	9.0	
AM55-3-3.CNG.swc	636.65	6.0	
KP071808s1.CNG.swc	646.19	7.0	
AWab042309cell2.CNG.swc	469.18	4.0	
GA01706c1.CNG.swc	103.38	7.0	
JM092503-10-2.CNG.swc	503.2	4.0	
030407-4.CNG.swc	890.11	6.0	
MD070412-5.CNG.swc	508.23	7.0	
JM082503-10-2.CNG.swc	573.72	7.0	
JM072403-30.CNG.swc	921.97	5.0	
AM47-2-1.CNG.swc	656.14	9.0	
AM17.CNG.swc	696.04	6.0	
JM072903-20.CNG.swc	918.53	1.0	
GA01912c1.CNG.swc	594.32	12.0	
JM011304-10-2.CNG.swc	442.25	1.0	
GA01n14c1n2.CNG.swc	54.86	7.0	
JM080603-30-1.CNG.swc	581.14	5.0	
TS050907s5c1b.CNG.swc	835.45	4.0	
Vn03312005-1.CNG.swc	1086.38	5.0	
AM50-1-2.CNG.swc	1089.34	5.0	
Vn02162006-0-A.CNG.swc	633.97	8.0	
MJ080904-1.CNG.swc	482.68	7.0	
AWabc041609cell1.CNG.swc	421.5	4.0	
020315-3-ST.CNG.swc	699.73	6.0	
DAF171E.CNG.swc	423.34	4.0	
AM95-3-1.CNG.swc	1018.42	9.0	
AM61-1-1.CNG.swc	698.18	7.0	
Vn04042006-0-C.CNG.swc	524.39	1.0	
GA01911c2n3-1.CNG.swc	99.66	7.0	
HM05906-3.CNG.swc	1029.29	6.0	
GA01309c1.CNG.swc	122.39	6.0	
MD070501-1.CNG.swc	NA	NA	
Vn07202006-0-D.CNG.swc	514.9	9.0	
JM072803-30-2.CNG.swc	451.36	4.0	
VN041305-0-3.CNG.swc	535.68	2.0	
EF060409n1-2cell2.CNG.swc	1.36	2.0	
BW061504-20.CNG.swc	678.55	5.0	
M070705SL2.CNG.swc	1665.97	8.0	
MJ061404-2-2.CNG.swc	778.48	6.0	
GA02911-C1n2.CNG.swc	558.56	7.0	
VN041305-0-1.CNG.swc	535.68	10.0	
AWa80703.CNG.swc	512.89	4.0	
JM072803-30-1.CNG.swc	521.78	4.0	
GA01712c2anb-2.CNG.swc	80.29	3.0	
DEV50T2.CNG.swc	1174.3	5.0	
020726-3-NPY.CNG.swc	588.65	8.0	
AWabc041609cell2.CNG.swc	265.79	4.0	
EF062108-n4-5cell1.CNG.swc	591.62	4.0	
Vn04192006-0-D.CNG.swc	951.49	1.0	
DEV131T3.CNG.swc	1435.76	4.0	
GA01216c1n2-1.CNG.swc	85.08	6.0	
GA01705c3.CNG.swc	131.02	7.0	
JM082103-10-1.CNG.swc	408.0	6.0	
Vn07172006-0-B.CNG.swc	734.39	6.0	
Vn01232006-0-B.CNG.swc	1331.97	9.0	
JM080603-20-2.CNG.swc	429.66	5.0	
GA01904c1.CNG.swc	1156.66	6.0	
GA01302c1-a.CNG.swc	97.22	6.0	
MD021809-3.CNG.swc	912.22	6.0	
EF180608-3.CNG.swc	528.05	6.0	
GA02531-C4.CNG.swc	667.58	7.0	
JM012004-30.CNG.swc	433.57	5.0	
AP032307-4.CNG.swc	10.63	8.0	
RosaY151B.CNG.swc	792.96	8.0	
MJ033005-4.CNG.swc	537.26	8.0	
DEV127T1.CNG.swc	894.71	5.0	
MJ050305-3.CNG.swc	465.87	6.0	
DEV95T7.CNG.swc	1534.77	6.0	
Vn02042006-0-C.CNG.swc	860.84	5.0	
Vn03202006-1-D.CNG.swc	478.92	4.0	
DEV119T4.CNG.swc	1615.7	6.0	
Vn04042006-0-A.CNG.swc	597.28	2.0	
R161T1m.CNG.swc	1219.58	5.0	
JM012804-40-2.CNG.swc	621.09	7.0	
020227-slice1.CNG.swc	796.56	4.0	
TS050807c2complete.CNG.swc	774.59	9.0	
MD070430-2-1.CNG.swc	685.44	10.0	
AP050610D-cell1.CNG.swc	605.15	7.0	
AM107-4-1.CNG.swc	447.66	7.0	
101209-LVI.CNG.swc	491.07	7.0	
060110-LII-III.CNG.swc	608.14	6.0	
060110-LV.CNG.swc	1170.39	9.0	
6s2-CA1-07-01-23a.CNG.swc	668.84	5.0	
10s4-CA1-06-12-22.CNG.swc	911.03	3.0	
5s4-CA1-07-01-23a.CNG.swc	1325.24	5.0	
12s3-CA1-06-12-14.CNG.swc	1187.06	10.0	
4s1a-CA1-08-07-03.CNG.swc	659.74	6.0	
5s1-CA1-06-12-11.CNG.swc	764.4	3.0	
1s3-CA1-08-05-22.CNG.swc	553.97	4.0	
1s2-CA1-08-06-17.CNG.swc	808.45	4.0	
5s2-CA1-08-07-07.CNG.swc	593.97	5.0	
2s2-CA1-08-06-20.CNG.swc	965.15	4.0	
10s4-CA1-06-12-14.CNG.swc	732.66	4.0	
4s4-CA1-06-11-23.CNG.swc	1081.15	5.0	
4s1-CA1-08-07-03.CNG.swc	948.27	7.0	
4s2-CA1-06-12-22.CNG.swc	980.76	7.0	
4s1b-CA1-08-07-03.CNG.swc	653.08	3.0	
8s2-CA1-06-12-14.CNG.swc	1180.9	6.0	
12s2-CA1-06-12-14.CNG.swc	756.97	5.0	
3s4-CA1-08-07-07.CNG.swc	836.86	4.0	
6s2-CA1-08-06-20.CNG.swc	756.26	6.0	
6s1-CA1-06-12-22.CNG.swc	1001.04	6.0	
3s1-CA1-08-07-03.CNG.swc	887.83	5.0	
11s3-CA1-07-01-23a.CNG.swc	741.09	6.0	
5s3-CA1-06-12-14.CNG.swc	1050.06	4.0	
1s3a-CA1-08-05-22.CNG.swc	644.26	5.0	
1s4-CA1-08-06-17.CNG.swc	795.14	6.0	
2s2-CA1-06-12-11.CNG.swc	1036.83	6.0	
5s3-CA1-06-11-23.CNG.swc	945.68	6.0	
6s3-CA1-06-12-14.CNG.swc	954.87	5.0	
5s3-CA1-06-11-23-1.CNG.swc	557.63	6.0	
4s4-CA1-06-11-23-1.CNG.swc	909.76	5.0	
3s4-CA1-06-12-14.CNG.swc	815.0	5.0	
8s2a-CA1-06-12-14.CNG.swc	1128.58	8.0	
12s4-CA1-07-01-23a.CNG.swc	969.97	5.0	
9s2-CA1-06-12-22.CNG.swc	1206.25	3.0	
2s3-CA1-06-11-23.CNG.swc	959.11	3.0	
12s1-CA1-06-12-14.CNG.swc	968.39	7.0	
n410.CNG.swc	2365.39	6.0	
n419.CNG.swc	786.16	5.0	
n510.CNG.swc	983.09	1.0	
l16.CNG.swc	2166.21	6.0	
n255.CNG.swc	1364.12	5.0	
n423.CNG.swc	878.94	2.0	
n122.CNG.swc	1020.82	4.0	
l69.CNG.swc	623.98	5.0	
n177.CNG.swc	1059.5	7.0	
n225.CNG.swc	643.4	1.0	
n128.CNG.swc	3865.71	3.0	
n400.CNG.swc	785.3	5.0	
l51.CNG.swc	2898.56	9.0	
n401.CNG.swc	1362.34	8.0	
n518.CNG.swc	803.15	1.0	
n182.CNG.swc	1012.35	2.0	
n501.CNG.swc	782.91	2.0	
n404.CNG.swc	637.87	4.0	
n184.CNG.swc	1023.23	4.0	
n414.CNG.swc	676.41	4.0	
n417.CNG.swc	574.55	4.0	
n517.CNG.swc	421.49	2.0	
n418.CNG.swc	845.9	3.0	
n221.CNG.swc	401.51	3.0	
n220.CNG.swc	423.25	1.0	
n130.CNG.swc	696.54	4.0	
n241.CNG.swc	1067.46	2.0	
n514.CNG.swc	597.2	2.0	
n407.CNG.swc	508.4	6.0	
n145.CNG.swc	1297.83	4.0	
n180.CNG.swc	1479.04	6.0	
n121.CNG.swc	1376.57	3.0	
n272.CNG.swc	425.12	2.0	
n507.CNG.swc	376.61	1.0	
n254.CNG.swc	2274.55	3.0	
l56a.CNG.swc	1698.92	4.0	
n258.CNG.swc	770.84	3.0	
n509.CNG.swc	671.42	1.0	
n172.CNG.swc	1130.21	3.0	
n412.CNG.swc	535.82	4.0	
n181.CNG.swc	1095.0	3.0	
n170.CNG.swc	5102.75	7.0	
l48a.CNG.swc	2210.56	8.0	
n270.CNG.swc	587.8	1.0	
n421.CNG.swc	598.17	4.0	
n178.CNG.swc	721.37	3.0	
n243.CNG.swc	242.17	1.0	
n141.CNG.swc	459.13	2.0	
n403.CNG.swc	585.38	6.0	
n252.CNG.swc	3008.94	2.0	
n143.CNG.swc	1805.24	4.0	
l10.CNG.swc	2780.99	10.0	
n222.CNG.swc	737.01	4.0	
l48b.CNG.swc	1209.77	4.0	
n502.CNG.swc	501.62	4.0	
n126.CNG.swc	2628.9	10.0	
n405.CNG.swc	985.17	5.0	
n140.CNG.swc	978.6	3.0	
n142.CNG.swc	989.3	8.0	
n257.CNG.swc	669.85	4.0	
n262.CNG.swc	941.3	2.0	
n256.CNG.swc	885.54	4.0	
l60b.CNG.swc	1674.22	5.0	
n503.CNG.swc	604.79	4.0	
n244.CNG.swc	401.01	1.0	
n175.CNG.swc	2340.89	5.0	
n415.CNG.swc	330.24	4.0	
n174.CNG.swc	920.75	3.0	
n183.CNG.swc	1002.95	4.0	
l71.CNG.swc	496.73	3.0	
l24a.CNG.swc	978.5	6.0	
n125.CNG.swc	3477.99	4.0	
n240.CNG.swc	378.14	2.0	
n179.CNG.swc	2166.15	4.0	
n411.CNG.swc	789.22	2.0	
n242.CNG.swc	1186.72	4.0	
n512.CNG.swc	594.0	2.0	
n127.CNG.swc	1401.72	4.0	
n260.CNG.swc	1261.18	3.0	
n123.CNG.swc	754.72	4.0	
l22.CNG.swc	1415.58	5.0	
n402.CNG.swc	788.69	4.0	
l60a.CNG.swc	1379.03	4.0	
n508.CNG.swc	522.33	2.0	
n413.CNG.swc	646.94	4.0	
n275.CNG.swc	513.29	3.0	
n251.CNG.swc	2258.53	5.0	
l24b.CNG.swc	2125.98	7.0	
n120.CNG.swc	2326.17	3.0	
n504.CNG.swc	469.7	1.0	
n245.CNG.swc	427.54	1.0	
l56b.CNG.swc	2883.44	5.0	
n173.CNG.swc	1873.26	5.0	
n273.CNG.swc	959.13	3.0	
n226.CNG.swc	798.27	2.0	
n409.CNG.swc	1032.5	4.0	
n500.CNG.swc	191.7	2.0	
n259.CNG.swc	542.79	4.0	
n516.CNG.swc	259.83	1.0	
n505.CNG.swc	492.89	4.0	
n223.CNG.swc	239.97	2.0	
n422.CNG.swc	1320.54	3.0	
n144.CNG.swc	876.48	3.0	
l64.CNG.swc	885.16	6.0	
n274.CNG.swc	794.49	3.0	
n515.CNG.swc	334.17	2.0	
n261.CNG.swc	1091.65	4.0	
n129.CNG.swc	1054.57	6.0	
l18.CNG.swc	2311.91	10.0	
n513.CNG.swc	461.77	1.0	
n250.CNG.swc	2083.14	5.0	
n171.CNG.swc	1445.53	5.0	
n176.CNG.swc	1243.2	5.0	
n408.CNG.swc	1719.84	3.0	
l55.CNG.swc	790.6	3.0	
n506.CNG.swc	406.48	1.0	
l82.CNG.swc	1129.58	6.0	
n511.CNG.swc	626.89	3.0	
n406.CNG.swc	658.97	4.0	
n416.CNG.swc	710.21	2.0	
n271.CNG.swc	480.48	2.0	
n224.CNG.swc	384.18	3.0	
n420.CNG.swc	467.3	4.0	
n253.CNG.swc	1211.82	5.0	
Cell-060523M01-5VL.CNG.swc	505.99	3.0	
7D5.CNG.swc	965.99	9.0	
Cell-B4.CNG.swc	505.6	5.0	
Cell-6-20-06-S1A.CNG.swc	527.93	5.0	
13A2-Cell11.CNG.swc	472.83	5.0	
6R-C2b-S8.CNG.swc	475.06	5.0	
6R-C3-S4.CNG.swc	1051.42	5.0	
6R-B3-S2-1.CNG.swc	517.38	8.0	
13A3-Cell28.CNG.swc	858.51	4.0	
13C4-Cell31.CNG.swc	701.1	5.0	
13A1-Cell15.CNG.swc	412.1	5.0	
Cell-1a.CNG.swc	1487.88	5.0	
6B-E12.CNG.swc	1245.0	4.0	
13C3-Cell30.CNG.swc	276.65	5.0	
6E6.CNG.swc	743.5	4.0	
6R-E1-S8.CNG.swc	1871.12	6.0	
Cell-4-18-06-S1D.CNG.swc	385.68	5.0	
12A4-Cell1.CNG.swc	690.72	2.0	
12A1-Cell3.CNG.swc	727.24	8.0	
6B-E9.CNG.swc	1045.98	5.0	
13C3-Cell33.CNG.swc	412.12	7.0	
6R-F1b-S4.CNG.swc	982.63	9.0	
13C4-Cell36.CNG.swc	524.62	6.0	
Cell-6-8-06-S1A.CNG.swc	529.02	7.0	
12C1-Cell47.CNG.swc	473.91	7.0	
Cell-B3.CNG.swc	360.31	7.0	
6R-F1b-S5.CNG.swc	1424.59	12.0	
13C3-Cell29.CNG.swc	630.85	6.0	
Cell-060523-M01-2.CNG.swc	692.6	3.0	
Cell-6-7-06-S2C.CNG.swc	494.96	5.0	
Cell-060522M02-1.CNG.swc	673.71	3.0	
Cell-060523M01-2VL.CNG.swc	622.71	2.0	
12A2-Cell40.CNG.swc	1322.74	4.0	
070228M01-5.CNG.swc	660.0	5.0	
6D-E26.CNG.swc	1202.55	11.0	
12C1-Cell42.CNG.swc	698.56	5.0	
Cell-060522M04-2.CNG.swc	1281.92	5.0	
6R-C2b-S7.CNG.swc	575.0	8.0	
6R-B3-S5.CNG.swc	1049.92	6.0	
6B-E27.CNG.swc	1134.59	3.0	
6B-E7.CNG.swc	1195.56	8.0	
Cell-6-19-06-S3A.CNG.swc	843.69	7.0	
6R-E1b-S2.CNG.swc	517.38	8.0	
070228M01-3.CNG.swc	834.12	7.0	
Cell-6-9-06-S1A.CNG.swc	442.76	6.0	
6E7.CNG.swc	1203.69	7.0	
13A2-Cell25.CNG.swc	449.59	4.0	
Cell-060523M01-6VL.CNG.swc	979.82	6.0	
13C4-Cell39.CNG.swc	500.22	7.0	
7D7.CNG.swc	1336.22	11.0	
6R-F1-S4.CNG.swc	1063.84	8.0	
Cell-060522M04-1.CNG.swc	749.24	6.0	
12C1-Cell45.CNG.swc	1037.36	7.0	
6B-E4.CNG.swc	936.51	12.0	
Cell-4-19-06-S1B.CNG.swc	808.19	7.0	
13A2-Cell24.CNG.swc	597.64	3.0	
6B-E6.CNG.swc	567.04	8.0	
Cell-4-18-06-S1A.CNG.swc	598.51	8.0	
6R-C3-S5.CNG.swc	327.48	5.0	
6R-E1-S6.CNG.swc	237.24	6.0	
6B-E3.CNG.swc	514.54	11.0	
6R-E1b-S5.CNG.swc	1084.04	8.0	
6D-E32-representative.CNG.swc	1095.84	7.0	
6B-E8.CNG.swc	2288.26	8.0	
6R-B3-S8.CNG.swc	1268.48	5.0	
Cell-060523-M01.CNG.swc	1087.95	3.0	
6E3.CNG.swc	1218.9	2.0	
7A1Eric.CNG.swc	660.01	6.0	
6B-E17.CNG.swc	1651.02	10.0	
6B-E24.CNG.swc	858.24	12.0	
6B-E13.CNG.swc	424.74	10.0	
12C1-Cell49.CNG.swc	353.6	7.0	
12B2-Cell7.CNG.swc	500.48	5.0	
12A2-Cell41.CNG.swc	649.02	5.0	
070228M01-4.CNG.swc	552.36	5.0	
6R-C2b-S4.CNG.swc	880.32	8.0	
6R-C2b-S2.CNG.swc	658.04	7.0	
Cell-5.CNG.swc	477.72	5.0	
6R-F1-S6.CNG.swc	484.63	6.0	
13C4-Cell35.CNG.swc	500.34	7.0	
6B-E10.CNG.swc	678.46	6.0	
7D6.CNG.swc	792.63	8.0	
7C4.CNG.swc	983.17	7.0	
6R-E1-S7.CNG.swc	591.95	6.0	
Cell-060523M01-4VL.CNG.swc	632.79	4.0	
6B-E2.CNG.swc	856.64	8.0	
6R-E1b-S9.CNG.swc	407.33	7.0	
Cell-070228M01-1.CNG.swc	132004.0	6.0	
Cell-6-19-06-S1A.CNG.swc	598.34	5.0	
Cell-6-8-06-S2A.CNG.swc	794.29	8.0	
Cell-060523M01-3VL.CNG.swc	687.38	3.0	
13A1-Cell26.CNG.swc	1257.92	5.0	
13A2-Cell14.CNG.swc	435.99	6.0	
Cell-6-19-06-S2C.CNG.swc	377.25	3.0	
12B2-Cell6.CNG.swc	310.46	5.0	
Cell-060522M02-3.CNG.swc	964.38	5.0	
6D-E30.CNG.swc	706.73	7.0	
Cell-4.CNG.swc	493.29	5.0	
6D-E29.CNG.swc	1542.03	7.0	
Cell-6-8-06-S1B.CNG.swc	413.38	7.0	
070228M01-2.CNG.swc	495.51	3.0	
6R-B3-S4.CNG.swc	923.34	7.0	
12A1-Cell2.CNG.swc	771.33	1.0	
6R-C2b-S6.CNG.swc	449.77	11.0	
Cell-060605MO1-2.CNG.swc	312.66	4.0	
6E2.CNG.swc	805.96	1.0	
13A2-cell37.CNG.swc	540.86	5.0	
13A2-Cell13.CNG.swc	305.54	5.0	
6E4.CNG.swc	660.81	6.0	
12C1-Cell44.CNG.swc	1012.59	5.0	
Cell-C1.CNG.swc	791.8	10.0	
7D3.CNG.swc	2088.33	8.0	
6R-E1-S3.CNG.swc	434.85	7.0	
Cell-6-19-06-S3B.CNG.swc	545.52	6.0	
6R-E1b-S3.CNG.swc	530.54	6.0	
6R-C3-S1.CNG.swc	1470.4	8.0	
Cell-6-7-06-S2A.CNG.swc	826.97	6.0	
13A1-Cell22.CNG.swc	323.83	4.0	
Cell-4-18-06-S2B.CNG.swc	489.87	5.0	
Cell-060522M02-2.CNG.swc	916.9	5.0	
Cell-4-18-06-S1B.CNG.swc	536.48	4.0	
6R-F1b-S3-1.CNG.swc	753.37	12.0	
12B2-Cell8.CNG.swc	462.4	6.0	
Cell-2a.CNG.swc	543.89	3.0	
6R-E1b-S7.CNG.swc	533.26	8.0	
6R-F1b-S1.CNG.swc	719.88	7.0	
6R-F1-S1.CNG.swc	516.31	6.0	
7D4.CNG.swc	2449.21	13.0	
Cell-6-21-06-S1A.CNG.swc	780.28	9.0	
6B-E25.CNG.swc	882.52	8.0	
13A1-Cell18.CNG.swc	385.72	7.0	
6R-E1-S4.CNG.swc	483.73	8.0	
Cell-060523M01-1VL.CNG.swc	721.56	4.0	
13A1-Cell23.CNG.swc	442.14	4.0	
6b-E5.CNG.swc	813.2	8.0	
6B-E16.CNG.swc	831.06	7.0	
6R-E1-S2.CNG.swc	1413.64	10.0	
7A4.CNG.swc	1378.61	5.0	
13A1-Cell21.CNG.swc	668.0	6.0	
Cell-6-20-06-S3A.CNG.swc	503.14	5.0	
Cell-6-7-06-S1B.CNG.swc	661.76	6.0	
6R-E1b-S6.CNG.swc	970.55	7.0	
6B-E14.CNG.swc	587.64	7.0	
13A1-Cell19.CNG.swc	674.99	7.0	
6R-E1b-S4.CNG.swc	1395.44	8.0	
6R-F1b-S6.CNG.swc	837.18	5.0	
Cell-2.CNG.swc	543.84	3.0	
Cell-B2.CNG.swc	491.53	5.0	
6B-E11.CNG.swc	439.53	7.0	
6R-F1-S9.CNG.swc	1219.93	6.0	
13A1-Cell17.CNG.swc	300.4	8.0	
7A5.CNG.swc	1782.93	8.0	
6B-E1.CNG.swc	995.39	8.0	
6R-C2b-S5.CNG.swc	2267.23	9.0	
6R-E1b-S8.CNG.swc	484.16	6.0	
6R-B3-S2.CNG.swc	1668.42	8.0	
neuron-12.CNG.swc	912.82	7.0	
6R-C2b-S3.CNG.swc	467.99	7.0	
7D8.CNG.swc	2801.97	10.0	
6B-E28.CNG.swc	1672.56	13.0	
6B-E21.CNG.swc	612.27	5.0	
6R-F1b-S2.CNG.swc	896.08	9.0	
6B-E20.CNG.swc	603.75	11.0	
6R-E1-S1.CNG.swc	1139.72	7.0	
13A2-Cell12.CNG.swc	438.18	5.0	
Cell-6-8-06-S3B.CNG.swc	439.85	6.0	
7D1.CNG.swc	1222.78	13.0	
6R-F1-S7.CNG.swc	329.26	5.0	
12C1-Cell10.CNG.swc	480.89	2.0	
Cell-1.CNG.swc	1487.33	5.0	
6B-E19.CNG.swc	1182.57	7.0	
Cell-070228M01-7.CNG.swc	660.25	4.0	
Cell-3.CNG.swc	281.93	8.0	
6R-B4-S1.CNG.swc	272.56	5.0	
13A3-Cell38.CNG.swc	1277.15	5.0	
6B-E22.CNG.swc	947.24	7.0	
7D2.CNG.swc	668.56	14.0	
6R-F1-S2.CNG.swc	444.6	7.0	
6R-E1-S5.CNG.swc	642.74	6.0	
6R-B3-S6.CNG.swc	1346.99	7.0	
Cell-060522M04-3.CNG.swc	531.88	3.0	
Cell-6-7-06-S1A.CNG.swc	425.52	6.0	
6R-C3-S3.CNG.swc	596.38	5.0	
Cell-060605MO1-1.CNG.swc	239.22	3.0	
7D10.CNG.swc	455.92	8.0	
12B2-Cell9.CNG.swc	332.24	6.0	
6R-F1-S5.CNG.swc	1052.97	9.0	
6D-E31.CNG.swc	1779.62	6.0	
13A1-Cell20.CNG.swc	694.55	8.0	
13A1-Cell16.CNG.swc	416.36	7.0	
Cell-4-19-06-S1A.CNG.swc	545.84	7.0	
Cell-070228M01-6.CNG.swc	727.55	5.0	
12A2-Cell50.CNG.swc	1389.36	7.0	
Cell-6-7-06-S2A-S.CNG.swc	NA	NA	
Cell-4-18-06-S2A.CNG.swc	398.39	7.0	
13A2-Cell27.CNG.swc	787.25	4.0	
6B-E18.CNG.swc	1319.51	7.0	
Cell-060605MO1-3.CNG.swc	590.41	5.0	
6R-E1b-S1.CNG.swc	673.57	5.0	
Cell-6-19-06-S2A.CNG.swc	612.94	6.0	
7D9.CNG.swc	1610.45	10.0	
6R-C2b-S1.CNG.swc	1564.15	5.0	
Cell-6-8-06-S3A.CNG.swc	495.06	5.0	
12A1-Cell4.CNG.swc	376.21	7.0	
6E8.CNG.swc	788.72	5.0	
12A1-Cell5.CNG.swc	401.7	8.0	
Cell-6-7-06-S2B.CNG.swc	710.57	5.0	
MA333-dSAC.CNG.swc	853.89	5.0	
MA137-ETC.CNG.swc	765.31	5.0	
MDE795.CNG.swc	587.53	3.0	
MDE798.CNG.swc	898.11	3.0	
MA142-ETC.CNG.swc	343.15	2.0	
MDE754.CNG.swc	281.46	2.0	
MA1109-dSAC.CNG.swc	939.06	3.0	
MA324-dSAC.CNG.swc	1038.86	8.0	
MDE758.CNG.swc	358.3	2.0	
MA334-dSAC.CNG.swc	1102.53	2.0	
MA427-dSAC.CNG.swc	316.06	3.0	
MA141-ETC.CNG.swc	266.52	1.0	
MA240-ETC.CNG.swc	476.01	2.0	
MDE750.CNG.swc	732.93	4.0	
MA189-ETC.CNG.swc	1118.14	2.0	
MA235-ETC.CNG.swc	440.99	3.0	
MA262-ETC.CNG.swc	288.75	3.0	
MA344-dSAC.CNG.swc	1494.99	3.0	
MA214-ETC.CNG.swc	602.58	4.0	
MA422-dSAC.CNG.swc	752.6	5.0	
MA340-dSAC.CNG.swc	913.0	6.0	
MA135-ETC.CNG.swc	557.69	3.0	
MA862-dSAC.CNG.swc	868.45	7.0	
MA372-dSAC.CNG.swc	496.84	4.0	
MA349-dSAC.CNG.swc	580.46	3.0	
MA271-ETC.CNG.swc	421.64	1.0	
h10.CNG.swc	387.79	7.0	
h28.CNG.swc	282.6	5.0	
h26.CNG.swc	282.6	7.0	
h27.CNG.swc	282.6	9.0	
h11.CNG.swc	282.6	7.0	
h12.CNG.swc	282.6	6.0	
DGC660.CNG.swc	329.67	3.0	
DGC452.CNG.swc	277.77	3.0	
DGC676.CNG.swc	217.67	1.0	
DGC672.CNG.swc	207.27	2.0	
DGC537axon.CNG.swc	213.09	1.0	
DGC467.CNG.swc	235.78	3.0	
DGC515.CNG.swc	330.8	4.0	
DGC380.CNG.swc	345.45	3.0	
DGC704trace.CNG.swc	350.27	2.0	
DGC698trace.CNG.swc	355.56	1.0	
DGC458.CNG.swc	186.52	3.0	
DGC176.CNG.swc	229.46	2.0	
DGC666.CNG.swc	497.37	2.0	
DGC655.CNG.swc	232.32	1.0	
DGC661.CNG.swc	256.93	3.0	
DGC411axon.CNG.swc	291.13	1.0	
DGC687.CNG.swc	239.96	2.0	
DGC-613.CNG.swc	372.11	6.0	
DGC-616.CNG.swc	207.46	2.0	
DGC173axon.CNG.swc	203.63	1.0	
DGC-615.CNG.swc	247.97	2.0	
DGC336.CNG.swc	339.85	2.0	
DGC648.CNG.swc	182.48	3.0	
DGC664.CNG.swc	241.31	3.0	
DGC179.CNG.swc	199.16	2.0	
DGC-657.CNG.swc	236.01	1.0	
DGC685.CNG.swc	356.01	2.0	
DGC677.CNG.swc	351.61	2.0	
DGC511.CNG.swc	194.98	2.0	
DGC535axon.CNG.swc	350.88	1.0	
DGC103axon.CNG.swc	216.0	1.0	
DGC652.CNG.swc	294.53	2.0	
DGC177.CNG.swc	314.36	3.0	
DGC384.CNG.swc	421.18	2.0	
DGC665.CNG.swc	244.4	2.0	
DGC503new.CNG.swc	383.38	4.0	
DGC696trace.CNG.swc	536.23	3.0	
DGC662.CNG.swc	338.67	3.0	
DGC702trace.CNG.swc	251.16	1.0	
DGC701trace2.CNG.swc	318.35	2.0	
DGC663.CNG.swc	437.38	3.0	
DGC275axon.CNG.swc	189.03	1.0	
DGC-610.CNG.swc	180.74	3.0	
DGC699trace.CNG.swc	319.38	3.0	
DGC212axon-a.CNG.swc	372.27	2.0	
DGC393axon.CNG.swc	295.01	1.0	
DGC703trace.CNG.swc	359.74	1.0	
DGC671.CNG.swc	311.57	1.0	
DGC285axon.CNG.swc	213.71	1.0	
DGC385.CNG.swc	246.63	4.0	
DGC235axon.CNG.swc	266.98	1.0	
DGC646.CNG.swc	338.43	2.0	
DGC656.CNG.swc	214.61	2.0	
DGC647.CNG.swc	263.48	2.0	
DGC388A.CNG.swc	405.8	5.0	
DGC684.CNG.swc	249.02	2.0	
DGC678.CNG.swc	148.74	2.0	
DGC386.CNG.swc	221.97	2.0	
DGC675.CNG.swc	214.46	2.0	
DGC673.CNG.swc	227.09	2.0	
DGC654.CNG.swc	275.27	3.0	
DGC682.CNG.swc	304.61	2.0	
DGC507.CNG.swc	243.57	1.0	
DGC461.CNG.swc	212.18	3.0	
DGC-614.CNG.swc	270.93	3.0	
DGC104axon.CNG.swc	284.57	1.0	
DGC508.CNG.swc	285.92	2.0	
DGC705trace.CNG.swc	389.8	4.0	
DGC607.CNG.swc	238.87	4.0	
DGC609.CNG.swc	241.38	2.0	
DGC178.CNG.swc	208.51	2.0	
DGC697trace.CNG.swc	361.2	2.0	
2007-08-27-D1.ASC	895.18	9.0	
2007-09-29-B.ASC	1199.78	8.0	
2007-07-30-B.ASC	512.54	7.0	
2008-03-22-D.ASC	614.77	6.0	
2006-11-13-B.ASC	69348.89	7.0	
